"Name";"Level";"Casting Time";"Duration";"School";"Ritual";"Range";"Components";"Classes";"Optional/Variant Classes";"Subclasses";"Text"
"Sekretna skrzynia Leomunda";"4";"Akcja";"Do rozproszenia";"Przywoływania";"False";"Dotyk";"W, S, M (skrzynię o wymiarach 3 stopy na 2 stopy na 2 stopy, wykonaną z rzadkich materiałów o wartości ponad 5 000 GP, oraz miniaturową replikę skrzyni wykonaną z tych samych materiałów o wartości ponad 50 GP)";"Wizard";"";"Rogue (Arcane Trickster), Fighter (Eldritch Knight)";"Ukrywasz skrzynię i całą jej zawartość na Płaszczyźnie Eterycznej. Musisz dotknąć skrzyni i jej miniaturowej repliki, które służą jako materialne składniki zaklęcia. Skrzynia może zawierać do 12 stóp sześciennych nieożywionego materiału (0,9 m (0) na 0,6 m (0) na 0,6 m (0)). Gdy skrzynia pozostaje na Płaszczyźnie Eterycznej, możesz wykonać akcję Magii i dotknąć repliki, aby przywołać skrzynię. Pojawi się ona w niezajętym miejscu na ziemi w promieniu 1,5 m (1) od ciebie. Możesz wysłać skrzynię z powrotem do Płaszczyzny Eterycznej, wykonując akcję Magii, aby dotknąć skrzyni i repliki. Po 60 dniach istnieje skumulowana 5-procentowa szansa na koniec każdego dnia, że zaklęcie wygaśnie. Zaklęcie wygasa również, jeśli rzucisz je ponownie lub jeśli mała replika skrzyni zostanie zniszczona. Jeśli zaklęcie wygaśnie, a większa skrzynia znajduje się na Płaszczyźnie Eterycznej, skrzynia pozostanie tam do odnalezienia przez ciebie lub kogoś innego."
"Malutka chatka Leomunda";"3";"1 Min.";"8 godz.";"Wywoływania";"True";"Na siebie";"W, S, M (kryształowy koralik)";"Bard, Wizard";"";"Rogue (Arcane Trickster), Bard (Lore), Fighter (Eldritch Knight), Wizard (Evoker), Cleric (Twilight)";"Wokół ciebie powstaje 3-metrowa (2) Emanacja, która pozostaje nieruchoma przez cały czas trwania zaklęcia. Zaklęcie nie powiedzie się, jeśli Emanacja nie jest wystarczająco duża, aby w pełni otoczyć wszystkie istoty w jej obszarze. Istoty i przedmioty znajdujące się w Emanacji w momencie rzucenia zaklęcia mogą się przez nią swobodnie przemieszczać. Wszystkie inne stworzenia i obiekty nie mogą przez nią przechodzić. Zaklęcia poziomu 3 lub niższego nie mogą być przez nią rzucane, a efekty takich zaklęć nie mogą się w niej rozprzestrzeniać.Atmosfera wewnątrz Emanacji jest komfortowa i sucha, niezależnie od pogody na zewnątrz. Do czasu zakończenia działania zaklęcia możesz nakazać, by we wnętrzu zapanowało Przyćmione Światło lub Ciemność (nie wymaga to żadnych działań). Emanacja jest nieprzezroczysta z zewnątrz i ma dowolny kolor, ale jest przezroczysta od wewnątrz. Zaklęcie kończy się wcześniej, jeśli opuścisz Emanację lub jeśli rzucisz je ponownie."
"Mniejsze przywrócenie";"2";"Akcja dodatkowa";"Natychmiastowy";"Odpychania";"False";"Dotyk";"W, S";"Bard, Cleric, Druid, Paladin, Ranger";"";"Warlock (Celestial), Sorcerer (Clockwork), Sorcerer (Clockwork Soul), Bard (Lore), Sorcerer (Divine Soul), Cleric (Life), Paladin (Devotion)";"Dotykasz istoty i kończysz jej jeden warunek: Oślepiony, Ogłuszony, Sparaliżowany lub Zatruty."
"Lewitacja";"2";"Akcja";"Koncentracja, do 10 min.";"Przemiany";"False";"18m (12)";"W, S, M (metalowa sprężyna)";"Sorcerer, Wizard";"";"Rogue (Arcane Trickster), Bard (Lore), Fighter (Eldritch Knight)";"Jedna wybrana przez ciebie istota lub luźny przedmiot, który widzisz w zasięgu, unosi się pionowo na wysokość do 6 m (4) i pozostaje tam zawieszony przez cały czas trwania zaklęcia. Zaklęcie może lewitować przedmiot o wadze do 500 funtów. Cel może poruszać się tylko poprzez pchanie lub ciągnięcie stałego obiektu lub powierzchni w zasięgu (np. ściany lub sufitu), co pozwala mu poruszać się tak, jakby się wspinał. W swojej turze możesz zmienić wysokość celu o maksymalnie 6 m (4) w dowolnym kierunku. Jeśli jesteś celem, możesz poruszyć się w górę lub w dół w ramach swojego ruchu. W przeciwnym razie możesz wykonać akcję magiczną, aby poruszyć cel, który musi pozostać w zasięgu zaklęcia. Po zakończeniu zaklęcia cel unosi się delikatnie na ziemię, jeśli nadal jest w górze."
"Przeniesienie życia";"3";"Akcja";"Natychmiastowy";"Nekromancji";"False";"9m (6)";"W, S";"";"Cleric, Wizard";"Rogue (Arcane Trickster), Bard (Lore), Sorcerer (Divine Soul), Fighter (Eldritch Knight)";"Poświęcasz część swojego zdrowia, aby wyleczyć obrażenia innej istoty. Otrzymujesz 4 d8 obrażeń nekrotycznych, których nie można w żaden sposób zmniejszyć, a jedna wybrana przez ciebie istota, którą widzisz w zasięgu, odzyskuje liczbę punktów wytrzymałości równą dwukrotności otrzymanych obrażeń nekrotycznych.

Na wyższych poziomach: Na wyższych poziomach. Kiedy rzucasz to zaklęcie używając slotu zaklęć 4. poziomu lub wyższego, obrażenia wzrastają o 1d8 za każdy slot powyżej 3. poziomu."
"Światło";"0";"Akcja";"1 godz.";"Wywoływania";"False";"Dotyk";"W, M (świetlik lub fosforyzujący mech)";"Bard, Cleric, Sorcerer, Wizard";"";"Rogue (Arcane Trickster), Warlock (Celestial), Bard (Lore), Sorcerer (Divine Soul), Fighter (Eldritch Knight), Wizard (Evoker), Cleric (Light)";"Dotykasz jednego dużego lub mniejszego przedmiotu, który nie jest noszony przez kogoś innego. Do czasu zakończenia działania zaklęcia przedmiot ten rzuca Jasne Światło w promieniu 6 m (4) i Przyćmione Światło na dodatkowe 6 m (4). Zakrycie przedmiotu czymś nieprzezroczystym blokuje światło. Zaklęcie wygasa, jeśli rzucisz je ponownie."
"Elektryczna Strzała";"3";"Akcja dodatkowa";"Natychmiastowy";"Przemiany";"False";"Na siebie";"W, S";"Ranger";"";"";"Gdy atak trafia lub nie trafia w cel, używana broń lub amunicja zamienia się w błyskawicę. Zamiast otrzymywać obrażenia lub inne efekty ataku, cel otrzymuje 4 d8 obrażeń od błyskawic w przypadku trafienia lub o połowę mniej w przypadku chybienia. Każda istota w promieniu 3 m (2) od celu wykonuje rzut obronny na Zręczność, otrzymując 2 d8 obrażeń od błyskawic w przypadku nieudanego rzutu obronnego lub o połowę mniej obrażeń w przypadku udanego rzutu obronnego.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Obrażenia zadawane przez oba efekty zaklęcia wzrastają o 1d8 za każdy poziom slotu zaklęć powyżej 3."
"Elektryczny Pocisk";"3";"Akcja";"Natychmiastowy";"Wywoływania";"False";"Na siebie";"W, S, M (trochę futra i kryształowy pręt)";"Sorcerer, Wizard";"";"Rogue (Arcane Trickster), Artificer (Armorer), Druid (Land (Temperate Land)), Druid (Land (Mountain)), Druid (Sea), Bard (Lore), Fighter (Eldritch Knight), Wizard (Evoker), Warlock (Fathomless)";"Uderzenie błyskawicy tworzące linię o długości 30 m (20) i szerokości 1,5 m (1) wylatuje z ciebie w wybranym kierunku. Każda istota w Linii wykonuje rzut obronny na Zręczność, otrzymując 8 d6 obrażeń od błyskawic w przypadku nieudanego rzutu obronnego lub o połowę mniej obrażeń w przypadku udanego rzutu obronnego.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Obrażenia wzrastają o 1d6 za każdy poziom slotu zaklęć powyżej 3."
"Błyskawiczny Wabik";"0";"Akcja";"Natychmiastowy";"Wywoływania";"False";"Na siebie";"W";"Artificer, Sorcerer, Warlock, Wizard";"Sorcerer, Warlock, Wizard";"Rogue (Arcane Trickster), Bard (Lore), Fighter (Eldritch Knight), Wizard (Evoker)";"Tworzysz smugę energii błyskawicy, która uderza w jedną wybraną przez ciebie istotę znajdującą się w promieniu 4,5 m (3) od ciebie. Cel musi odnieść sukces w rzucie obronnym na Siłę lub zostać pociągnięty do 3 m (2) w linii prostej w twoją stronę, a następnie otrzymać 1d8 obrażeń od błyskawic, jeśli znajduje się w odległości 1,5 m (1) od ciebie. Obrażenia od tego zaklęcia wzrastają o 1d8 po osiągnięciu 5. poziomu (2d8), 11. poziomu (3d8) i 17. poziomu (4d8)."
"Lokalizowanie zwierząt lub roślin";"2";"Akcja";"Natychmiastowy";"Wieszczenia";"True";"Na siebie";"W, S, M (futro z psa gończego)";"Bard, Druid, Ranger";"";"Bard (Lore)";"Opisz lub nazwij konkretny rodzaj bestii, stworzenia roślinnego lub niemagicznej rośliny. Dowiadujesz się o kierunku i odległości do najbliższego stworzenia lub rośliny tego rodzaju w promieniu 5 mil, jeśli takie istnieją."
"Zlokalizuj stworzenie";"4";"Akcja";"Koncentracja, do 1 godz.";"Wieszczenia";"False";"Na siebie";"W, S, M (futro z psa gończego)";"Bard, Cleric, Druid, Paladin, Ranger, Wizard";"";"Rogue (Arcane Trickster), Druid (Land (Swamp)), Sorcerer (Divine Soul), Wizard (Diviner), Fighter (Eldritch Knight), Cleric (Order)";"Opisz lub nazwij znane ci stworzenie. Wyczuwasz kierunek lokalizacji stworzenia, jeśli znajduje się ono w promieniu 300 m (200) od ciebie. Zaklęcie może zlokalizować konkretną znaną ci istotę lub najbliższą istotę określonego rodzaju (np. człowieka lub jednorożca), jeśli przynajmniej raz widziałeś taką istotę z bliska - w promieniu 9 m (6). Jeśli istota, którą opisałeś lub nazwałeś, jest w innej formie, np. pod wpływem zaklęcia Zamiana Ciała w Kamień lub Polimorfia, zaklęcie to nie zlokalizuje istoty. Zaklęcie to nie może zlokalizować istoty, jeśli jakakolwiek grubość ołowiu blokuje bezpośrednią drogę między tobą a istotą."
"Zlokalizuj obiekt";"2";"Akcja";"Koncentracja, do 10 min.";"Wieszczenia";"False";"Na siebie";"W, S, M (rozwidlona gałązka)";"Bard, Cleric, Druid, Paladin, Ranger, Wizard";"";"Rogue (Arcane Trickster), Bard (Lore), Sorcerer (Divine Soul), Wizard (Diviner), Fighter (Eldritch Knight)";"Opisz lub nazwij obiekt, który jest ci znany. Wyczuwasz kierunek położenia obiektu, jeśli znajduje się on w promieniu 300 m (200) od ciebie. Jeśli obiekt jest w ruchu, znasz kierunek jego ruchu. Zaklęcie może zlokalizować konkretny znany ci obiekt, jeśli widziałeś go z bliska - w promieniu 9 m (6) - przynajmniej raz. Alternatywnie, zaklęcie może zlokalizować najbliższy obiekt określonego rodzaju, taki jak określony rodzaj odzieży, biżuterii, mebli, narzędzi lub broni. Zaklęcie nie może zlokalizować obiektu, jeśli jakakolwiek grubość ołowiu blokuje bezpośrednią drogę między tobą a obiektem."
"Długi Krok";"1";"Akcja";"1 godz.";"Przemiany";"False";"Dotyk";"W, S, M (szczypta brudu)";"Bard, Druid, Ranger, Wizard";"";"Rogue (Arcane Trickster), Bard (Lore), Fighter (Eldritch Knight)";"Dotykasz istoty. Szybkość celu wzrasta o 3 m (2) do końca działania zaklęcia.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Możesz obrać za cel jedną dodatkową istotę za każdy slot zaklęć na poziomie wyższym niż 1."
"Szalona ciemność";"8";"Akcja";"Koncentracja, do 10 min.";"Wywoływania";"False";"45m (30)";"W, M (kropla smoły zmieszana z kroplą rtęci)";"";"Warlock, Wizard";"Wizard (Evoker)";"Magiczna ciemność rozprzestrzenia się z wybranego przez ciebie punktu w zasięgu, wypełniając sferę o promieniu 18 m (12), aż do zakończenia działania zaklęcia. Ciemność rozprzestrzenia się za rogami. Istota posiadająca zdolność widzenia w ciemności nie może jej dostrzec. Światło niemagiczne, a także światło stworzone przez zaklęcia 8. poziomu lub niższe, nie może oświetlić tego obszaru. W obrębie sfery słychać wrzaski, bełkot i szaleńczy śmiech. Za każdym razem, gdy istota rozpoczyna swoją turę w sferze, musi wykonać rzut obronny Mądrości, otrzymując 8 d8 obrażeń psychicznych w przypadku nieudanego rzutu obronnego lub o połowę mniej obrażeń w przypadku udanego rzutu obronnego."
"Maelstrom";"5";"Akcja";"Koncentracja, do 1 min.";"Wywoływania";"False";"36m (24)";"W, S, M (papier lub liść w kształcie lejka)";"";"Druid";"";"Wirująca masa wody o głębokości 1,5 m (1) pojawia się w promieniu 9 m (6) i skupia się na punkcie widocznym w zasięgu. Punkt ten musi znajdować się na ziemi lub w zbiorniku wodnym. Do końca działania zaklęcia obszar ten jest trudnym terenem, a każda istota, która rozpocznie tam swoją turę, musi wykonać rzut obronny na Siłę lub otrzymać 6 d6 obrażeń od obrażeń kłutych i zostać przyciągnięta na odległość 3 m (2) w kierunku centrum."
"Zbroja maga";"1";"Akcja";"8 godz.";"Odpychania";"False";"Dotyk";"W, S, M (kawałek utwardzonej skóry)";"Sorcerer, Wizard";"";"Wizard (Abjurer), Rogue (Arcane Trickster), Bard (Lore), Fighter (Eldritch Knight)";"Dotykasz chętnej istoty, która nie ma na sobie zbroi. Do czasu zakończenia działania zaklęcia, bazowy AC celu wynosi 13 plus jego modyfikator Zręczności. Zaklęcie kończy się wcześniej, jeśli cel założy zbroję."
"Ręka Maga";"0";"Akcja";"1 min.";"Przywoływania";"False";"9m (6)";"W, S";"Bard, Sorcerer, Warlock, Wizard";"";"Rogue (Arcane Trickster), Bard (Lore), Fighter (Eldritch Knight), Ranger (Swarmkeeper)";"Widmowa, unosząca się ręka pojawia się w wybranym przez ciebie punkcie w zasięgu. Dłoń utrzymuje się przez cały czas trwania zaklęcia. Ręka znika, jeśli kiedykolwiek znajdzie się w odległości większej niż 9 m (6) od ciebie lub jeśli ponownie rzucisz to zaklęcie.Kiedy rzucasz zaklęcie, możesz użyć ręki do manipulowania przedmiotem, otwierania niezamkniętych drzwi lub pojemnika, chowania lub wyjmowania przedmiotu z otwartego pojemnika lub wylewania zawartości z fiolki.Jako akcję magiczną w późniejszych turach możesz ponownie kontrolować rękę w ten sposób. W ramach tej akcji możesz przesunąć rękę na odległość do 9 m (6). Ręka nie może atakować, aktywować magicznych przedmiotów ani dźwigać więcej niż 10 funtów."
"Magiczny Okrąg";"3";"1 Min.";"1 godz.";"Odpychania";"False";"3m (2)";"W, S, M (sól i sproszkowane srebro o wartości ponad 100 GP, które zużywa zaklęcie)";"Cleric, Paladin, Warlock, Wizard";"";"Wizard (Abjurer), Rogue (Arcane Trickster), Bard (Lore), Sorcerer (Divine Soul), Fighter (Eldritch Knight), Ranger (Monster Slayer)";"Tworzysz Cylinder magicznej energii o promieniu 3 m (2) i wysokości 6 m (4) wyśrodkowany na punkcie na ziemi, który widzisz w zasięgu. Świecące runy pojawiają się wszędzie tam, gdzie Cylinder przecina się z podłogą lub inną powierzchnią.Wybierz jeden lub więcej z następujących typów stworzeń: Niebiańscy, Żywiołaki, Fey, Fiends lub Nieumarli. Krąg wpływa na stworzenie wybranego typu w następujący sposób: Stworzenie nie może dobrowolnie wejść do Cylindra za pomocą niemagicznych środków. Jeśli istota spróbuje użyć teleportacji lub podróży międzyplanarnej, aby to zrobić, musi najpierw odnieść sukces w rzucie obronnym na Charyzmę. Istota ma niekorzystny wpływ na rzuty ataku przeciwko celom znajdującym się w Cylindrze. Cele znajdujące się w Cylindrze nie mogą zostać opętane przez istotę ani uzyskać od niej stanu Oczarowania lub Przerażenia. Za każdym razem, gdy rzucasz to zaklęcie, możesz sprawić, że jego magia będzie działać w odwrotnym kierunku, uniemożliwiając istocie określonego typu opuszczenie Cylindra i ochronę celów poza nim.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Czas trwania zwiększa się o 1 godzinę za każdy slot zaklęć na poziomie wyższym niż 3."
"Magiczny słoik";"6";"1 Min.";"Do rozproszenia";"Nekromancji";"False";"Na siebie";"W, S, M (klejnot, kryształ lub relikwiarz o wartości 500+ GP)";"Wizard";"";"";"Twoje ciało wpada w stan katatonii, gdy twoja dusza opuszcza je i wchodzi do pojemnika, którego użyłeś do komponentu materialnego zaklęcia. Podczas gdy twoja dusza zamieszkuje pojemnik, jesteś świadomy swojego otoczenia tak, jakbyś znajdował się w przestrzeni pojemnika. Nie możesz się poruszać ani podejmować reakcji. Jedyną akcją, jaką możesz podjąć, jest projekcja duszy na odległość do 30 m (20) poza pojemnik, albo powrót do żywego ciała (i zakończenie zaklęcia), albo próba opętania ciała humanoida. Możesz spróbować opętać dowolnego humanoida w promieniu 30 m (20) od ciebie, którego widzisz (istoty chronione zaklęciem Ochrona przed złem i dobrem lub Magiczny krąg nie mogą zostać opętane). Cel wykonuje rzut obronny na Charyzmę. W przypadku nieudanego rzutu obronnego, twoja dusza wnika w ciało celu, a dusza celu zostaje uwięziona w pojemniku. W przypadku udanego rzutu obronnego, cel opiera się twoim wysiłkom, aby go opętać i nie możesz próbować go ponownie opętać przez 24 godziny.Po opętaniu ciała stworzenia, kontrolujesz je. Twoje punkty wytrzymałości, kości punktów wytrzymałości, siła, zręczność, konstytucja, szybkość i zmysły zostają zastąpione przez zmysły stworzenia. W międzyczasie dusza opętanej istoty może postrzegać z pojemnika za pomocą własnych zmysłów, ale nie może się poruszać i jest obezwładniona. Podczas opętania ciała możesz wykonać akcję Magii, aby powrócić z ciała gospodarza do pojemnika, jeśli znajduje się on w promieniu 30 m (20) od ciebie, przywracając duszę istoty gospodarza do jej ciała. Jeśli ciało gospodarza umrze, gdy jesteś w nim, stworzenie umiera, a ty wykonujesz rzut obronny Charyzmy przeciwko własnemu DC rzucania czarów. Jeśli ci się powiedzie, powracasz do pojemnika, jeśli znajduje się on w promieniu 30 m (20) od ciebie. Jeśli pojemnik zostanie zniszczony lub zaklęcie dobiegnie końca, dusza wraca do ciała. Jeśli twoje ciało znajduje się w odległości większej niż 30 m (20) od ciebie lub jeśli twoje ciało jest martwe, umierasz. Jeśli dusza innej istoty znajduje się w pojemniku w momencie jego zniszczenia, dusza tej istoty powraca do jej ciała, jeśli ciało jest żywe i znajduje się w odległości 30 m (20). W przeciwnym razie ta istota umiera. Po zakończeniu zaklęcia pojemnik zostaje zniszczony."
